Y-W,1001,1002,2001,2002,3001,3002
1-1,284.3078645,53.01686182,35.01176566,82.3809836,9.125388944,0.095973303
1-2,307.2232228,53.02113384,38.0150712,76.50035069,4.154270546,2.1145494
1-3,189.2205616,60.02221617,40.01599988,69.53774994,4.160923022,1.118144893
1-4,186.220478,54.02249039,40.01626079,77.54946761,3.162455327,2.118840818
1-5,283.2204753,61.02255986,37.01633409,78.55313891,4.162808273,0.118975518
1-6,289.2204752,58.02257746,36.01635469,73.55428917,6.162889569,2.11900159
1-7,105.2204752,58.02258192,96.01636047,80.55464956,9.162908294,0.119006636
1-8,122.2204752,52.02258305,66.0163621,81.55476248,17.16291261,2.119007613
1-9,120.2204752,62.02258334,67.01636256,70.55479786,16.1629136,4.119007802
1-10,120.2204752,55.02258341,99.01636268,78.55480894,11.16291383,2.119007838
1-11,120.2204752,53.02258343,62.01636272,73.55481241,20.16291388,4.119007845
1-12,117.2204752,54.02258343,75.01636273,79.5548135,20.16291389,5.119007847
1-13,107.2204752,54.02258344,60.01636273,211.5548138,5.162913897,2.119007847
1-14,105.2204752,57.02258344,101.0163627,174.554814,4.162913898,2.119007847
1-15,116.2204752,59.02258344,94.01636273,179.554814,4.162913898,0.119007847
1-16,116.2204752,61.02258344,88.01636274,176.554814,6.162913898,1.119007847
1-17,113.2204752,57.02258344,40.01636274,77.554814,5.162913898,0.119007847
1-18,107.2204752,56.02258344,40.01636274,81.554814,4.162913898,2.119007847
1-19,117.2204752,55.02258344,41.01636274,71.554814,5.162913898,1.119007847
1-20,119.2204752,54.02258344,36.01636274,78.554814,19.1629139,2.119007847
1-21,120.2204752,59.02258344,41.01636274,82.554814,15.1629139,2.119007847
1-22,117.2204752,59.02258344,38.01636274,79.554814,21.1629139,4.119007847
1-23,111.2204752,63.02258344,36.01636274,84.554814,22.1629139,5.119007847
1-24,114.2204752,60.02258344,41.01636274,78.554814,27.1629139,3.119007847
1-25,116.2204752,64.02258344,38.01636274,85.554814,5.162913898,0.119007847
1-26,105.2204752,54.02258344,36.01636274,79.554814,7.162913898,2.119007847
1-27,102.2204752,93.02258344,39.01636274,81.554814,7.162913898,2.119007847
1-28,104.2204752,92.02258344,39.01636274,81.554814,7.162913898,2.119007847
1-29,104.2204752,119.0225834,37.01636274,72.554814,4.162913898,2.119007847
1-30,102.2204752,92.02258344,37.01636274,84.554814,10.1629139,0.119007847
1-31,101.2204752,92.02258344,37.01636274,76.554814,7.162913898,2.119007847
1-32,102.2204752,96.02258344,37.01636274,82.554814,8.162913898,2.119007847
1-33,113.2204752,142.0225834,39.01636274,73.554814,17.1629139,3.119007847
1-34,105.2204752,148.0225834,38.01636274,84.554814,13.1629139,4.119007847
1-35,116.2204752,57.02258344,40.01636274,77.554814,13.1629139,5.119007847
1-36,102.2204752,65.02258344,37.01636274,78.554814,26.1629139,4.119007847
1-37,102.2204752,57.02258344,42.01636274,156.554814,7.162913898,2.119007847
1-38,108.2204752,54.02258344,39.01636274,120.554814,8.162913898,1.119007847
1-39,104.2204752,61.02258344,43.01636274,150.554814,10.1629139,2.119007847
1-40,102.2204752,58.02258344,40.01636274,214.554814,6.162913898,1.119007847
1-41,104.2204752,58.02258344,42.01636274,74.554814,8.162913898,0.119007847
1-42,119.2204752,59.02258344,41.01636274,82.554814,10.1629139,1.119007847
1-43,246.2204752,63.02258344,38.01636274,77.554814,4.162913898,0.119007847
1-44,272.2204752,61.02258344,37.01636274,74.554814,9.162913898,2.119007847
1-45,279.2204752,66.02258344,42.01636274,87.554814,21.1629139,4.119007847
1-46,228.2204752,60.02258344,40.01636274,82.554814,20.1629139,4.119007847
1-47,273.2204752,57.02258344,39.01636274,89.554814,22.1629139,3.119007847
1-48,278.2204752,62.02258344,41.01636274,79.554814,8.162913898,0.119007847
2-1,288.5283398,58.03944525,38.0281284,89.9357976,10.28830284,0.214981151
2-2,311.443698,58.04371727,41.03143393,84.05516469,5.317184444,2.233557247
2-3,193.4410369,65.04479961,43.03236262,77.09256394,5.32383692,1.23715274
2-4,190.4409532,59.04507382,43.03262353,85.10428161,4.325369225,2.237848665
2-5,287.4409506,66.0451433,40.03269683,86.1079529,5.325722171,0.237983365
2-6,293.4409505,63.0451609,39.03271742,81.10910317,7.325803467,2.238009437
2-7,109.4409505,63.04516536,99.03272321,88.10946356,10.32582219,0.238014483
2-8,126.4409505,57.04516649,69.03272484,89.10957648,18.32582651,2.23801546
2-9,124.4409505,67.04516677,70.03272529,78.10961186,17.3258275,4.238015649
2-10,124.4409505,60.04516685,102.0327254,86.10962294,12.32582773,2.238015686
2-11,124.4409505,58.04516687,65.03272546,81.10962641,21.32582778,4.238015693
2-12,121.4409505,59.04516687,78.03272547,87.1096275,21.32582779,5.238015694
2-13,111.4409505,59.04516687,63.03272547,219.1096278,6.325827795,2.238015694
2-14,109.4409505,62.04516687,104.0327255,182.1096279,5.325827796,2.238015694
2-15,120.4409505,64.04516687,97.03272547,187.109628,5.325827796,0.238015694
2-16,120.4409505,66.04516687,91.03272547,184.109628,7.325827796,1.238015694
2-17,117.4409505,62.04516687,43.03272547,85.109628,6.325827796,0.238015694
2-18,111.4409505,61.04516687,43.03272547,89.109628,5.325827796,2.238015694
2-19,121.4409505,60.04516687,44.03272547,79.109628,6.325827796,1.238015694
2-20,123.4409505,59.04516687,39.03272547,86.109628,20.3258278,2.238015694
2-21,124.4409505,64.04516687,44.03272547,90.109628,16.3258278,2.238015694
